Visit Date,Month,Year,Year_Month,Client ID,Client First Visit- Personal Tab,Client First Visit-Date,Client Preferred Agency,Dietary Considerations,Social Assistance,Program Type,Individuals Served,Visit Reasons,Referrals Provided
7/28/21,7,2021,202107,4161204,1/28/20,1/28/20,15th Ave Baptist Village Manor,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
7/28/21,7,2021,202107,6873768,7/14/21,7/14/21,The Branch,,,non_tefap_market,6,Ongoing Need,No Referral no_referral
7/28/21,7,2021,202107,4328826,2/22/20,2/22/20,Hamilton United Methodist Church,,SNAP (Food Stamps),tefap_food_bank,6,Ongoing Need,No Referral no_referral
7/28/21,7,2021,202107,3616142,10/31/19,10/31/19,Hillcrest United Methodist Church,,,tefap_food_bank,6,Ongoing Need,No Referral no_referral
7/28/21,7,2021,202107,4161089,1/28/20,1/28/20,15th Ave Baptist Village Manor,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/28/21,7,2021,202107,6696552,6/5/21,6/5/21,The Branch,,SNAP (Food Stamps),tefap_food_bank,2,Ongoing Need,No Referral no_referral
7/28/21,7,2021,202107,6761329,6/19/21,6/19/21,The Branch,,"SNAP (Food Stamps), Families First (FF)",tefap_food_bank,6,Ongoing Need,No Referral no_referral
7/28/21,7,2021,202107,4155235,1/28/20,1/28/20,15th Ave Baptist Village Manor,,,non_tefap_market,1,Unhoused,No Referral no_referral
7/28/21,7,2021,202107,6841117,7/7/21,7/7/21,The Branch,,,non_tefap_market,4,Ongoing Need,No Referral no_referral
7/28/21,7,2021,202107,6710670,6/9/21,6/9/21,The Branch,,,tefap_food_bank,3,Ongoing Need,No Referral no_referral
7/28/21,7,2021,202107,6939889,7/28/21,7/28/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/28/21,7,2021,202107,4643390,4/21/20,4/21/20,Salvation Army Nashville South,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/28/21,7,2021,202107,4163821,1/29/20,1/29/20,15th Ave Baptist Village Manor,,,tefap_food_bank,6,Ongoing Need,No Referral no_referral
7/28/21,7,2021,202107,6939963,7/28/21,7/28/21,The Branch,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
7/28/21,7,2021,202107,6816128,6/30/21,6/30/21,The Branch,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
7/28/21,7,2021,202107,6940190,7/28/21,7/28/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/28/21,7,2021,202107,6940269,7/28/21,7/28/21,The Branch,,SNAP (Food Stamps),tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/28/21,7,2021,202107,7261770,10/1/21,10/1/21,The Branch,,,non_tefap_market,1,Ongoing Need,No Referral no_referral
7/28/21,7,2021,202107,6940864,7/28/21,7/28/21,The Branch,,SNAP (Food Stamps),tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/28/21,7,2021,202107,6940880,7/28/21,7/28/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/28/21,7,2021,202107,4205943,2/4/20,2/4/20,,,,non_tefap_market,5,Ongoing Need,No Referral no_referral
7/28/21,7,2021,202107,6940941,7/28/21,7/28/21,The Branch,,,tefap_food_bank,3,Ongoing Need,No Referral no_referral
7/28/21,7,2021,202107,4159465,1/28/20,1/28/20,15th Ave Baptist Village Manor,,,tefap_food_bank,6,Ongoing Need,No Referral no_referral
7/28/21,7,2021,202107,7064559,7/28/21,7/28/21,The Branch,,SNAP (Food Stamps),tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/28/21,7,2021,202107,7064822,7/28/21,7/28/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/28/21,7,2021,202107,3615661,10/31/19,10/31/19,Hillcrest United Methodist Church,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/29/21,7,2021,202107,6945862,7/28/21,7/28/21,The Branch,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
7/29/21,7,2021,202107,6945947,7/28/21,7/28/21,The Branch,,,tefap_food_bank,1,Ongoing Need,SNAP social_services
7/29/21,7,2021,202107,6946209,7/28/21,7/28/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/29/21,7,2021,202107,6946289,7/28/21,7/28/21,The Branch,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
7/29/21,7,2021,202107,6946338,7/28/21,7/28/21,The Branch,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
7/29/21,7,2021,202107,6946402,7/28/21,7/28/21,The Branch,,,tefap_food_bank,4,Ongoing Need,SNAP social_services
7/30/21,7,2021,202107,5196760,8/29/20,8/29/20,Hamilton United Methodist Church,,,tefap_food_bank,6,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,4679403,4/25/20,4/25/20,Hamilton United Methodist Church,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,6756876,6/18/21,6/18/21,The Branch,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,4954991,7/11/20,7/11/20,,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,6113501,2/5/21,2/5/21,St. Luke's Community House,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,6725332,6/11/21,6/11/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,4688856,5/5/20,5/5/20,East Nashville Cooperative Ministry,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,7919221,1/16/22,1/16/22,The Branch,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,6710878,6/9/21,6/9/21,The Branch,,,tefap_food_bank,6,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,6834604,7/6/21,7/6/21,The Branch,,,non_tefap_market,1,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,4827650,6/6/20,6/6/20,Hamilton United Methodist Church,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,6951561,7/30/21,7/30/21,The Branch,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,6715116,6/9/21,6/9/21,The Branch,,,tefap_food_bank,3,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,6779480,6/23/21,6/23/21,The Branch,,,tefap_food_bank,3,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,6952793,7/30/21,7/30/21,The Branch,,,tefap_food_bank,3,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,6952892,7/30/21,7/30/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,6952929,7/30/21,7/30/21,The Branch,,,tefap_food_bank,5,Ongoing Need,SNAP social_services
7/30/21,7,2021,202107,4452021,3/14/20,3/14/20,Hamilton United Methodist Church,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,6952975,7/30/21,7/30/21,The Branch,,SNAP (Food Stamps),tefap_food_bank,5,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,6953141,7/30/21,7/30/21,The Branch,,,tefap_food_bank,6,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,6953187,7/30/21,7/30/21,The Branch,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,6953230,7/30/21,7/30/21,The Branch,,,tefap_food_bank,7,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,6953271,7/30/21,7/30/21,The Branch,,,tefap_food_bank,7,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,6953294,7/30/21,7/30/21,The Branch,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,6953309,7/30/21,7/30/21,The Branch,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,6953321,7/30/21,7/30/21,The Branch,,,tefap_food_bank,8,Ongoing Need,SNAP social_services
7/30/21,7,2021,202107,6953333,7/30/21,7/30/21,The Branch,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,6741431,6/15/21,6/15/21,The Branch,,,tefap_food_bank,3,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,6953355,7/27/21,7/27/21,The Branch,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,6953362,7/27/21,7/27/21,The Branch,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,6953367,7/27/21,7/27/21,The Branch,,,tefap_food_bank,7,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,6953378,7/27/21,7/27/21,The Branch,,SNAP (Food Stamps),tefap_food_bank,3,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,6953389,7/27/21,7/27/21,The Branch,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
7/30/21,7,2021,202107,6953393,7/27/21,7/27/21,The Branch,,,tefap_food_bank,3,Ongoing Need,SNAP social_services
7/30/21,7,2021,202107,6712018,6/9/21,6/9/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6707468,6/8/21,6/8/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6953616,7/30/21,7/30/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6953620,7/30/21,7/30/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,4159379,1/28/20,1/28/20,15th Ave Baptist Village Manor,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,4163617,1/29/20,1/29/20,15th Ave Baptist Village Manor,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,5082234,8/7/20,8/7/20,Martha O'Bryan Center,,,tefap_food_bank,1,"Ongoing Need,Undisclosed",No Referral no_referral
7/31/21,7,2021,202107,7266717,10/2/21,10/2/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6810479,6/29/21,6/29/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,4157184,1/28/20,1/28/20,15th Ave Baptist Village Manor,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6739547,6/15/21,6/15/21,The Branch,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6801651,6/28/21,6/28/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6651244,6/5/21,6/5/21,The Branch,,,tefap_food_bank,1,Undisclosed,No Referral no_referral
7/31/21,7,2021,202107,6696544,6/5/21,6/5/21,The Branch,,,tefap_food_bank,2,Undisclosed,No Referral no_referral
7/31/21,7,2021,202107,6802061,6/28/21,6/28/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,4827285,6/6/20,6/6/20,,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6812680,6/30/21,6/30/21,The Branch,,,non_tefap_market,1,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,4902429,6/27/20,6/27/20,Hamilton United Methodist Church,,,non_tefap_market,2,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6955129,7/31/21,7/31/21,The Branch,,SNAP (Food Stamps),tefap_food_bank,7,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6955150,7/31/21,7/31/21,The Branch,,,tefap_food_bank,3,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6955165,7/31/21,7/31/21,The Branch,,,non_tefap_market,4,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6955184,7/31/21,7/31/21,The Branch,,,tefap_food_bank,3,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6955202,7/31/21,7/31/21,The Branch,,,tefap_food_bank,3,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6955211,7/31/21,7/31/21,The Branch,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,7052432,8/21/21,8/21/21,The Branch,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6955231,7/31/21,7/31/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,4591644,4/4/20,4/4/20,Hamilton United Methodist Church,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6955254,7/31/21,7/31/21,The Branch,,,tefap_food_bank,7,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6955333,7/31/21,7/31/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6955347,7/31/21,7/31/21,The Branch,,,tefap_food_bank,6,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6955367,7/31/21,7/31/21,The Branch,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6955949,7/31/21,7/31/21,The Branch,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6955944,7/31/21,7/31/21,The Branch,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6955964,7/31/21,7/31/21,The Branch,,,tefap_food_bank,3,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,4166185,1/29/20,1/29/20,15th Ave Baptist Village Manor,,,tefap_food_bank,6,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6101337,1/23/21,1/23/21,Hamilton United Methodist Church,,,tefap_food_bank,3,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6955991,7/31/21,7/31/21,The Branch,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6956005,7/31/21,7/31/21,The Branch,,,tefap_food_bank,7,Ongoing Need,SNAP social_services
7/31/21,7,2021,202107,6956022,7/31/21,7/31/21,The Branch,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6956032,7/31/21,7/31/21,The Branch,,SNAP (Food Stamps),tefap_food_bank,5,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6958639,7/31/21,7/31/21,The Branch,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6649135,7/13/21,7/13/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
7/31/21,7,2021,202107,6669693,7/31/21,7/31/21,The Branch,,,non_tefap_market,1,Ongoing Need,No Referral no_referral
8/1/21,8,2021,202108,6955931,7/31/21,7/31/21,The Branch,,,non_tefap_market,2,Ongoing Need,No Referral no_referral
8/1/21,8,2021,202108,6956007,8/1/21,8/1/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
8/1/21,8,2021,202108,6956021,8/1/21,8/1/21,The Branch,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
8/1/21,8,2021,202108,6808502,6/29/21,6/29/21,The Branch,,,tefap_food_bank,3,Ongoing Need,No Referral no_referral
8/1/21,8,2021,202108,6956062,8/1/21,8/1/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
8/1/21,8,2021,202108,6956071,8/1/21,8/1/21,The Branch,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
8/1/21,8,2021,202108,6800705,6/28/21,6/28/21,The Branch,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
8/1/21,8,2021,202108,6956093,8/1/21,8/1/21,The Branch,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
8/1/21,8,2021,202108,7807454,12/21/21,12/21/21,The Branch,,,tefap_food_bank,7,Ongoing Need,No Referral no_referral
8/1/21,8,2021,202108,7845647,1/3/22,1/3/22,The Branch,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
8/1/21,8,2021,202108,6780531,6/23/21,6/23/21,The Branch,,,tefap_food_bank,3,Ongoing Need,No Referral no_referral
8/1/21,8,2021,202108,4166598,1/29/20,1/29/20,15th Ave Baptist Village Manor,,Families First (FF),tefap_food_bank,4,Ongoing Need,No Referral no_referral
8/1/21,8,2021,202108,6956261,8/1/21,8/1/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
8/1/21,8,2021,202108,6956266,8/1/21,8/1/21,The Branch,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
8/1/21,8,2021,202108,4597905,4/14/20,4/14/20,Salvation Army Nashville South,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,6642254,6/1/21,6/1/21,The Branch,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,6644109,6/4/21,6/4/21,The Branch,,SNAP (Food Stamps),tefap_food_bank,5,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,4643090,4/15/20,4/15/20,Salvation Army Nashville South,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,4644929,4/18/20,4/18/20,Hamilton United Methodist Church,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,6957592,8/2/21,8/2/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,4158685,1/28/20,1/28/20,15th Ave Baptist Village Manor,,"SNAP (Food Stamps), Families First (FF), Supplemental Security Income (SSI)",tefap_food_bank,7,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,6714846,6/9/21,6/9/21,The Branch,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,6707536,6/8/21,6/8/21,The Branch,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,4761524,5/26/20,5/26/20,,,,tefap_food_bank,7,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,6868738,7/13/21,7/13/21,The Branch,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,3615981,10/31/19,10/31/19,Catholic Charities Pastoral - CSFP,,,tefap_food_bank,3,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,6779930,6/22/21,6/22/21,The Branch,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,6837699,7/6/21,7/6/21,The Branch,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,6958277,8/2/21,8/2/21,The Branch,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,5446151,10/17/20,10/17/20,,,,tefap_food_bank,9,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,6706594,6/8/21,6/8/21,The Branch,,,non_tefap_market,1,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,6816161,6/30/21,6/30/21,The Branch,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,5358040,10/1/20,10/1/20,Christian Cooperative Ministry,,,tefap_food_bank,3,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,6958524,8/2/21,8/2/21,The Branch,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,6828343,7/2/21,7/2/21,The Branch,,,tefap_food_bank,3,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,4162417,1/28/20,1/28/20,15th Ave Baptist Village Manor,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,4608565,4/13/20,4/13/20,Martha O'Bryan Center,,,tefap_food_bank,7,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,4860679,6/22/20,6/22/20,Salvation Army Magness Potter Center,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,6581535,5/6/21,5/6/21,St. Luke's Community House,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,6958844,8/2/21,8/2/21,The Branch,,SNAP (Food Stamps),tefap_food_bank,5,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,4239701,2/8/20,2/8/20,15th Ave Baptist Village Manor,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,6776160,6/21/21,6/21/21,The Branch,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,6958918,8/2/21,8/2/21,The Branch,,,tefap_food_bank,1,Ongoing Need,SNAP social_services
8/2/21,8,2021,202108,6706594,6/8/21,6/8/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,6858515,7/10/21,7/10/21,The Branch,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,8132695,2/17/22,2/17/22,Rural Hill Church of Christ,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,6802126,6/28/21,6/28/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,6830501,7/5/21,7/5/21,The Branch,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,6849426,7/6/21,7/6/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,6814201,6/30/21,6/30/21,The Branch,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,6689109,6/3/21,6/3/21,The Branch,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,6959192,8/2/21,8/2/21,The Branch,,,tefap_food_bank,8,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,6805986,6/29/21,6/29/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
8/2/21,8,2021,202108,6687557,8/2/21,8/2/21,The Branch,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6763881,6/21/21,6/21/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6764792,6/21/21,6/21/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6764710,6/21/21,6/21/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6961689,8/3/21,8/3/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6961693,8/3/21,8/3/21,The Branch,,,non_tefap_market,1,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6865447,7/13/21,7/13/21,The Branch,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,4151455,1/28/20,1/28/20,15th Ave Baptist Village Manor,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,7261770,10/1/21,10/1/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6935667,7/27/21,7/27/21,The Branch,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,4755408,5/16/20,5/16/20,Hamilton United Methodist Church,,,tefap_food_bank,7,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6134930,2/6/21,2/6/21,Hamilton United Methodist Church,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,4162356,1/28/20,1/28/20,15th Ave Baptist Village Manor,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,4300776,2/18/20,2/18/20,St. Philip's Episcopal Church,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6855169,7/9/21,7/9/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6712914,6/9/21,6/9/21,The Branch,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,4162925,1/28/20,1/28/20,15th Ave Baptist Village Manor,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,4902894,4/4/20,4/4/20,Hamilton United Methodist Church,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6761315,6/19/21,6/19/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6707233,6/8/21,6/8/21,The Branch,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6582358,5/7/21,5/7/21,St. Luke's Community House,,SNAP (Food Stamps),tefap_food_bank,11,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6675638,6/1/21,6/1/21,The Branch,,,tefap_food_bank,7,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6691362,6/1/21,6/1/21,The Branch,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6802508,6/28/21,6/28/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6729739,6/15/21,6/15/21,The Branch,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,4793166,5/23/20,5/23/20,,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,4147383,1/28/20,1/28/20,15th Ave Baptist Village Manor,,,non_tefap_market,2,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6803657,6/28/21,6/28/21,The Branch,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,4163709,1/29/20,1/29/20,15th Ave Baptist Village Manor,,SNAP (Food Stamps),non_tefap_market,1,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6688938,6/3/21,6/3/21,The Branch,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6816382,6/30/21,6/30/21,The Branch,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6714641,6/9/21,6/9/21,The Branch,,,tefap_food_bank,4,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,5446518,10/17/20,10/17/20,,,,non_tefap_market,4,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,4156547,1/28/20,1/28/20,15th Ave Baptist Village Manor,,,tefap_food_bank,6,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6310920,2/27/21,2/27/21,Hamilton United Methodist Church,,,tefap_food_bank,7,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,3614156,10/31/19,10/31/19,Hillcrest United Methodist Church,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6678442,6/1/21,6/1/21,The Branch,,,tefap_food_bank,5,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6766532,6/21/21,6/21/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6752060,6/14/21,6/14/21,The Branch,,,tefap_food_bank,1,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6678324,6/1/21,6/1/21,The Branch,,,tefap_food_bank,3,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6700036,6/7/21,6/7/21,The Branch,,,tefap_food_bank,3,Ongoing Need,No Referral no_referral
8/3/21,8,2021,202108,6789961,6/28/21,6/28/21,The Branch,,,tefap_food_bank,2,Ongoing Need,No Referral no_referral
